Datetime,Symbol,Gap,RVOL,Future_15m,Future_30m,Future_60m,Rank
2026-05-19 09:15:00+05:30,SUZLON.NS,0.2434,0.5787,0.0,-0.1124,0.1873,23
2026-05-20 09:15:00+05:30,SUZLON.NS,0.4354,1.5111,-0.1526,0.1717,0.0572,12
2026-05-21 09:15:00+05:30,SUZLON.NS,0.7599,0.8821,0.1126,0.1313,0.8443,17
2026-05-22 09:15:00+05:30,SUZLON.NS,0.8158,1.1755,-0.4117,-0.5988,-0.4117,8
2026-05-25 09:15:00+05:30,SUZLON.NS,1.5407,1.4001,-0.0733,0.0917,0.1283,12
2026-05-26 09:15:00+05:30,SUZLON.NS,0.3745,1.3917,0.3152,0.4079,2.1139,5
2026-05-27 09:15:00+05:30,SUZLON.NS,0.348,1.6439,-0.1991,-0.2715,0.5611,12
2026-05-29 09:15:00+05:30,SUZLON.NS,0.4329,0.9054,-0.4728,0.0,-0.07,25
2026-06-01 09:15:00+05:30,SUZLON.NS,0.2983,1.3578,-1.3526,-1.028,-1.8034,3
2026-06-02 09:15:00+05:30,SUZLON.NS,1.6558,0.3302,-0.3958,-0.0189,0.0377,29
2026-06-03 09:15:00+05:30,SUZLON.NS,0.2384,1.1474,0.3342,0.0557,-0.0743,6
2026-06-04 09:15:00+05:30,SUZLON.NS,0.2391,2.3136,-0.6107,-0.0898,-0.4491,6
2026-06-05 09:15:00+05:30,SUZLON.NS,0.5405,0.2588,-0.3585,-0.4123,-0.3764,28
2026-06-08 09:15:00+05:30,SUZLON.NS,1.8116,1.9095,-0.1445,-0.1987,-0.1806,8
2026-06-09 09:15:00+05:30,SUZLON.NS,0.8672,0.7083,-0.1279,-0.2192,0.0,19
2026-06-10 09:15:00+05:30,SUZLON.NS,0.0543,0.9522,0.0183,0.0731,0.0731,17
2026-06-11 09:15:00+05:30,SUZLON.NS,0.5,0.6701,0.5794,0.243,0.5794,16
2026-06-12 09:15:00+05:30,SUZLON.NS,1.1236,1.2103,0.3875,0.0369,0.6827,17
2026-06-15 09:15:00+05:30,SUZLON.NS,2.3771,1.0165,0.6403,0.0534,0.1601,20
2026-06-16 09:15:00+05:30,SUZLON.NS,0.5925,4.5968,0.2106,2.0709,2.7729,3
2026-06-17 09:15:00+05:30,SUZLON.NS,0.6218,0.2955,-0.5724,-0.052,0.052,29
2026-06-18 09:15:00+05:30,SUZLON.NS,0.0,0.9273,0.1018,-0.0339,-0.1696,17
2026-06-19 09:15:00+05:30,SUZLON.NS,0.0514,0.8091,-0.1191,-0.1701,0.5954,22
2026-06-22 09:15:00+05:30,SUZLON.NS,0.3373,0.9158,0.3038,0.0675,0.3376,20
2026-06-23 09:15:00+05:30,SUZLON.NS,0.3553,1.0091,-0.4224,-0.4224,-0.4393,15
2026-06-24 09:15:00+05:30,SUZLON.NS,0.0,0.7148,-0.6156,-0.9918,-0.8721,18
2026-06-25 09:15:00+05:30,SUZLON.NS,0.6219,1.344,-0.0172,-0.551,-0.9125,11
2026-05-19 09:15:00+05:30,VOLTAS.NS,0.0159,1.8696,0.0,-0.2261,0.4366,5
2026-05-20 09:15:00+05:30,VOLTAS.NS,0.5457,0.2323,-0.3007,-0.4241,-0.4934,30
2026-05-21 09:15:00+05:30,VOLTAS.NS,0.6328,1.288,-0.1625,-0.6112,-0.588,11
2026-05-22 09:15:00+05:30,VOLTAS.NS,0.0706,0.445,-0.2519,-0.3778,-0.2283,21
2026-05-25 09:15:00+05:30,VOLTAS.NS,1.2696,2.2205,0.1638,-0.0702,0.3977,9
2026-05-26 09:15:00+05:30,VOLTAS.NS,0.2174,0.4714,-0.2965,-0.3823,-0.0468,21
2026-05-27 09:15:00+05:30,VOLTAS.NS,0.11,1.7271,-0.4949,-0.5264,-0.9034,11
2026-05-29 09:15:00+05:30,VOLTAS.NS,0.095,1.0389,-0.2061,0.3408,0.2774,23
2026-06-01 09:15:00+05:30,VOLTAS.NS,0.024,0.8429,-0.3151,-0.3313,-0.2101,10
2026-06-02 09:15:00+05:30,VOLTAS.NS,0.7751,2.455,0.5198,0.8828,1.2706,5
2026-06-03 09:15:00+05:30,VOLTAS.NS,0.0564,0.3159,0.1794,0.0326,-0.1223,29
2026-06-04 09:15:00+05:30,VOLTAS.NS,0.5829,12.6746,1.9351,3.4816,2.3475,1
2026-06-05 09:15:00+05:30,VOLTAS.NS,0.3187,0.0878,0.6404,0.054,0.1929,30
2026-06-08 09:15:00+05:30,VOLTAS.NS,1.5405,1.1201,0.2805,1.5893,2.2904,13
2026-06-09 09:15:00+05:30,VOLTAS.NS,0.7323,1.6104,0.4407,0.5103,0.4562,9
2026-06-10 09:15:00+05:30,VOLTAS.NS,0.4525,0.6074,-0.054,1.4434,1.2658,24
2026-06-11 09:15:00+05:30,VOLTAS.NS,0.4883,1.0981,0.2417,-0.0546,0.3431,11
2026-06-12 09:15:00+05:30,VOLTAS.NS,1.4834,0.6537,-0.0155,-0.1163,-0.031,24
2026-06-15 09:15:00+05:30,VOLTAS.NS,2.4803,2.8522,0.274,0.1522,0.86,8
2026-06-16 09:15:00+05:30,VOLTAS.NS,0.2714,1.2513,0.135,0.0375,0.3,7
2026-06-17 09:15:00+05:30,VOLTAS.NS,0.128,3.9427,0.4908,0.5347,0.3662,4
2026-06-18 09:15:00+05:30,VOLTAS.NS,0.51,0.0996,-0.1701,-0.3771,0.5398,30
2026-06-19 09:15:00+05:30,VOLTAS.NS,0.1767,1.2161,-0.186,0.0223,0.186,10
2026-06-22 09:15:00+05:30,VOLTAS.NS,3.6688,11.4783,-2.4745,-2.5458,-3.0093,3
2026-06-23 09:15:00+05:30,VOLTAS.NS,0.1551,0.1056,-0.7669,-1.1914,-1.4743,30
2026-06-24 09:15:00+05:30,VOLTAS.NS,0.3171,0.6919,-0.2658,-0.6074,-0.6606,19
2026-06-25 09:15:00+05:30,VOLTAS.NS,0.267,1.3481,0.1669,0.1669,0.2883,10
